Age;Gender;Weight (kg);Height (m);Max_BPM;Avg_BPM;Resting_BPM;Session_Duration (hours);Calories_Burned;Workout_Type;Fat_Percentage;Water_Intake (liters);Workout_Frequency (days/week);Experience_Level;BMI;Daily meals frequency;Physical exercise;Carbs;Proteins;Fats;Calories;meal_name;meal_type;diet_type;sugar_g;sodium_mg;cholesterol_mg;serving_size_g;cooking_method;prep_time_min;cook_time_min;rating;Name of Exercise;Sets;Reps;Benefit;Burns Calories (per 30 min);Target Muscle Group;Equipment Needed;Difficulty Level;Body Part;Type of Muscle;Workout;BMI_calc;cal_from_macros;pct_carbs;protein_per_kg;pct_HRR;pct_maxHR;cal_balance;lean_mass_kg;expected_burn;Burns Calories (per 30 min)_bc;Burns_Calories_Bin
57.74;Female;46.64;1.67;187.33;129.41;69.84;1.27;1217.17;Cardio;2.108.190.691.995.850;1.79;4.0;1.98;16.72;1.99;4.01;415.85;166.41;110.12;1423.0;Other;Breakfast;Keto;5.09;595.91;126.34;295.26;Roasted;21.43;93.4;0.99;Lunges;4.0;15.02;Improves shoulder mobility and posture;362.45;Quadriceps, Calves, Glutes;Bench or Sturdy Surface;Advanced;Shoulders;Quads;Concentration curls;16.723.439.348.847.200;3320.12;0.5010059877353831;3.567.967.409.948.540;0.5070218742020597;0.6908130037901029;20.582.999.999.999.900;36.807.398.612.531.300;920.623;1,15E+35;Very High
32.3;Female;70.58;1.62;176.89;122.21;58.01;1.25;825.0;Yoga;27.722.704.229.738.300;1.81;1.98;1.0;26.89;1.99;0.02;199.39;80.46;53.05;1840.0;Other;Snack;Balanced;13.23;1846.38;256.09;151.27;Raw;11.12;88.3;3.72;Renegade Rows;5.0;15.96;Strengthens lower abs and hip flexors;364.83;Shoulders, Upper Back;Bench or Step;Advanced;Chest;Lower Chest;Leg curls;2.689.376.619.417.770;1596.85;0.4994583085449479;1.139.982.998.016.430;0.5400403768506056;0.6908813386850585;1015.0;5.101.331.535.465.060;912.075;1,21E+36;Very High
40.31;Female;106.37;1.64;162.2;162.01;73.84;1.33;1755.6;HIIT;35.0;3.6;3.97;2.0;39.55;3.01;0.0;241.67;97.97;65.26;2787.0;Other;Breakfast;Paleo;44.13;1422.49;177.26;344.38;Grilled;13.6;97.54;4.1;Lat Pulldowns;5.01;17.03;Builds calf muscles;353.09;Quadriceps, Hamstrings, Glutes;Resistance Band or Cable Machine;Advanced;Legs;Lats;Barbell hip thrusts;3.954.863.176.680.540;1945.9;0.4967778405879027;0.921030365704616;0.9978497057492078;0.9988286066584464;1031.4;691.405;9.392.194;9,29E+34;High
50.36;Male;65.79;1.57;192.06;131.89;73.03;1.25;1515.25;HIIT;29.445.492.666.212.500;1.61;1.97;1.02;26.69;2.01;-0.01;250.1;99.92;67.17;1672.0;Other;Dinner;Vegan;28.47;678.0;72.54;488.07;Grilled;28.36;103.09;4.98;Bird Dogs;4.01;17.03;Strengthens back and legs;332.75;Upper Back, Rear Deltoids;Pull-up Bar;Beginner;Abs;Middle;Military press;2.669.073.796.097.200;2004.61;0.4990496904634817;15.187.718.498.252.000;0.4944971855834662;0.6867124856815577;156.75;4.641.781.037.489.870;831.875;5,72E+34;Low
37.7;Female;86.26;1.8;167.76;148.79;67.88;1.71;1778.4;Cardio;2.654.304.809.913.630;3.49;4.0;3.0;26.62;3.01;-0.01;210.55;85.17;57.12;2266.0;Other;Dinner;Keto;0.42;2186.46;265.15;191.88;Boiled;59.9;36.37;3.79;Lateral Raises;4.98;22.04;Strengthens back and improves posture;354.57;Calves;Box or Platform;Beginner;Arms;Anterior;Barbell squats;26.623.456.790.123.400;1696.96;0.4962992645672261;0.987363783909112;0.8100720865038046;0.8869217930376728;4.875.999.999.999.990;63.363.966.709.685;12.126.294;9,62E+34;High
56.22;Male;88.14;1.85;160.8;143.66;58.87;1.58;2255.92;HIIT;2.708.853.763.337.190;3.49;4.03;2.98;25.75;1.99;0.02;221.81;88.84;59.28;2563.0;Other;Snack;Keto;42.01;132.72;49.89;398.84;Boiled;21.72;13.72;1.08;Inverted Rows;4.99;20.16;Builds calf muscles;359.57;Chest, Triceps;Bench or Chair;Beginner;Legs;Middle;Donkey kicks;2.575.310.445.580.710;1776.12;0.4995383194829179;1.007.941.910.596.770;0.8318453840871185;0.8934079601990049;3.070.799.999.999.990;6.426.416.292.994.590;11.362.412;1,08E+36;High
20.06;Male;111.27;1.94;170.19;156.5;49.91;1.03;1359.6;HIIT;2.814.622.858.606.830;3.31;4.0;2.0;29.56;3.0;0.03;218.78;88.12;58.59;3202.0;Other;Lunch;Keto;26.1;772.3;291.26;372.25;Fried;20.7;27.9;2.78;Scissors Kicks;3.97;14.91;Targets upper chest;340.0;Chest, Triceps;Bench or Step;Intermediate;Abs;Lateral;Bicycle crunches;29.564.778.403.656.000;1754.91;0.4986694474360509;0.7919475150534736;0.8861822414366478;0.9195604912157002;1842.4;7.995.169.145.228.170;700.4;6,83E+33;Medium
28.03;Female;86.5;1.78;164.4;134.06;68.02;1.29;928.8;Yoga;31.703.578.816.175.800;3.71;4.03;2.0;27.3;3.0;0.02;218.58;88.2;58.39;2402.0;Other;Breakfast;Vegetarian;16.03;1114.51;183.68;148.89;Steamed;30.55;106.72;4.62;Jumping Jacks;5.01;16.94;Combines lower body and upper body strength;342.87;Core, Shoulders, Hips;None or Dumbbell;Intermediate;Abs;Lower Chest;Incline cable crossovers;27.300.845.852.796.300;1752.63;0.4988617106862258;10.196.531.791.907.500;0.6852043992529571;0.8154501216545011;1473.2;590.764.043.240.079;8.846.046;7,31E+34;Medium
43.17;Male;73.06;1.59;191.26;158.09;66.85;1.31;1150.7;Cardio;30.359.009.612.656.900;2.2;3.0;1.0;28.9;2.99;1.0;253.52;101.99;68.17;1915.0;Other;Breakfast;Low-Carb;4.62;1370.75;181.12;199.61;Fried;51.05;110.7;2.16;Shoulder Press;4.01;19.94;Targets lower chest;350.29;Quadriceps, Hamstrings, Glutes;Cable Machine;Beginner;Chest;Anterior;Leg press;2.889.917.329.219.570;2035.57;0.4981798709943652;13.959.759.102.107.800;0.733381560967768;0.8265711596779254;764.3;5.087.970.757.699.280;9.177.598;8,71E+34;High
25.2;Female;123.29;1.99;180.05;121.12;71.9;1.13;745.8;Yoga;35.0;2.62;3.0;1.0;31.13;3.02;1.02;230.57;92.33;61.46;3256.0;Other;Lunch;Vegan;4.25;920.26;17.36;476.28;Grilled;53.57;91.66;4.41;Bear Crawls;5.0;21.02;Improves core stability and balance;371.17;Quadriceps;Parallel Bars or Chair;Intermediate;Shoulders;Wrist Extensors;Leg raises;31.133.052.195.651.600;1844.74;0.4999512126370112;0.7488847432881823;0.4551086453999075;0.6727020272146625;2510.2;8.013.850.000.000.000;8.388.442;1,40E+36;Very High
18.98;Male;72.53;1.75;168.89;140.12;63.83;1.19;1142.4;Cardio;2.313.584.049.099.690;1.72;4.0;2.0;23.68;1.99;-0.0;163.06;66.34;43.87;1895.0;Other;Dinner;Vegan;6.43;1715.27;301.02;401.89;Roasted;23.99;8.75;3.01;Pistol Squats;5.02;21.98;Enhances full-body coordination and stability;338.75;Back, Hamstrings, Glutes;None or Dumbbells;Advanced;Chest;Lateral;Pull-ups;2.368.326.530.612.240;1312.43;0.4969712670390039;0.9146560044119676;0.7261564820102799;0.8296524364971284;7.525.999.999.999.990;5.574.957.489.187.990;8.062.249.999.999.990;6,62E+35;Medium
24.04;Female;88.33;1.79;176.74;153.83;64.98;1.76;2056.03;Strength;2.761.926.532.202.090;3.5;4.0;2.98;27.57;2.97;-0.01;173.46;69.3;46.24;2308.0;Other;Lunch;Vegetarian;0.54;308.34;190.5;123.83;Fried;45.37;15.56;2.85;Plyo Squats;3.99;24.01;Isolates triceps;350.1;Legs, Shoulders, Core;Parallel Bars or Chair;Advanced;Shoulders;Wrist Extensors;Russian twists;27.567.803.751.443.400;1387.2;0.5001730103806229;0.7845579078455791;0.7950071581961347;0.8703745615027725;2.519.699.999.999.990;6.393.390.294.105.890;1.232.352;8,67E+34;High
21.04;Female;80.72;1.9;193.75;137.11;54.65;1.8;2104.38;Strength;22.499.364.239.816.000;3.51;4.02;2.99;22.36;3.0;0.0;162.34;64.38;42.59;2257.0;Other;Snack;Balanced;37.98;941.6;221.29;209.24;Grilled;39.36;10.28;4.16;Zottman Curls;5.01;18.0;Builds unilateral leg strength;354.01;Rear Deltoids, Upper Back;Barbell;Beginner;Legs;Middle;Hanging leg raises;223.601.108.033.241;1290.19;0.5033057146621815;0.7975718533201189;0.5928109273903667;0.7076645161290324;1.526.199.999.999.990;625.585.131.856.205;1.274.436;9,49E+34;High
55.14;Male;70.46;1.62;166.1;162.0;68.0;0.55;666.71;HIIT;30.259.751.471.652.400;1.8;3.01;1.02;26.85;2.99;-0.01;219.01;86.81;57.67;1812.0;Other;Dinner;Vegetarian;10.48;2328.65;24.68;440.37;Steamed;27.04;31.16;2.4;Windshield Wipers;5.02;25.04;Improves posture and back strength;345.48;Triceps;Barbell;Intermediate;Legs;Lower Chest;Skull crushers;26.848.041.457.094.900;1742.31;0.502803749045807;12.320.465.512.347.400;0.9582059123343528;0.9753160746538232;1145.29;4.913.897.911.307.360;3.800.280.000.000.000;7,78E+34;Medium
47.32;Male;82.29;1.84;185.48;135.91;64.9;1.38;1328.11;Cardio;26.023.099.233.956.700;3.39;4.02;2.03;24.31;3.0;0.01;234.07;92.85;61.92;2239.0;Other;Snack;Vegan;16.53;599.93;230.72;235.89;Fried;59.88;74.21;2.96;Kettlebell Swings;4.99;22.88;Improves core stability;337.02;Lower Abs;Parallel Bars or Chair;Intermediate;Forearms;Anterior;Seated calf raises;24.305.883.742.911.100;1864.96;0.5020375772134523;11.283.266.496.536.600;0.5889036324431912;0.7327474660340738;910.89;60.875.591.640.377;9.301.752;6,35E+33;Low
44.64;Female;113.03;1.71;190.09;129.03;63.06;0.82;812.54;Strength;35.0;2.31;2.0;1.01;38.65;3.01;-0.05;209.98;82.93;56.05;3124.0;Other;Breakfast;Vegan;22.07;419.85;48.66;236.56;Steamed;6.73;106.97;2.72;Zottman Curls;5.0;22.03;Targets biceps and forearms;372.34;Core, Lower Back;Low Bar or TRX;Intermediate;Legs;Quads;Concentration curls;3.865.462.877.466.570;1676.09;0.5011186750114851;0.7336990179598337;0.5193261434306856;0.678783734020727;2311.46;734.695;6.106.375.999.999.990;1,43E+36;Very High
42.9;Male;41.99;1.64;161.96;148.41;58.84;1.33;1754.14;HIIT;16.762.888.984.099.500;2.3;3.01;1.99;15.61;3.01;0.02;254.84;102.16;68.44;1208.0;Other;Breakfast;Paleo;43.54;2162.68;16.87;147.11;Boiled;9.99;19.18;3.18;Squats;4.0;17.91;Strengthens lower body;341.32;Triceps, Chest;Bench, Barbell;Advanced;Shoulders;Lower Chest;Incline dumbbell press;15.611.986.912.552.000;2043.96;0.4987181745239633;2.432.960.228.625.860;0.8685996896819239;0.9163373672511732;-5.461.400.000.000.000;3.495.126.291.557.650;9.079.112;7,05E+34;Medium
54.95;Male;63.39;1.7;187.41;120.93;67.26;1.32;1305.61;Strength;2.342.041.062.320.070;2.52;3.0;1.0;21.93;3.01;-0.0;297.87;120.12;79.77;1687.0;Other;Dinner;Vegetarian;27.2;1061.84;187.86;270.54;Roasted;57.73;52.81;1.69;Deadlifts;5.01;24.96;Isolates and strengthens triceps;333.41;Quadriceps, Glutes;Dumbbells or Barbell;Intermediate;Abs;Lower;Overhead triceps extensions;21.934.256.055.363.300;2389.89;0.4985501424751767;18.949.361.097.964.900;0.4466916354556804;0.6452697294701457;3.813.900.000.000.000;48.543.801.705.953.000;8.802.024.000.000.000;5,82E+34;Low
19.19;Female;72.93;1.75;168.82;139.53;63.92;1.2;1152.96;Cardio;2.582.314.277.732.220;1.7;4.0;2.01;23.81;1.99;0.0;165.21;66.15;43.72;2125.0;Other;Breakfast;Vegetarian;6.27;1710.01;298.84;406.38;Baked;23.99;9.2;3.01;Plank;5.0;22.01;Targets upper chest;337.49;Triceps;Cable Machine or Resistance Band;Intermediate;Legs;Triceps;Decline dumbbell flyes;2.381.387.755.102.040;1318.92;0.5010463106177782;0.90703414232826;0.7207816968541468;0.8265015993365715;972.04;5.409.718.197.249.890;809.976;6,42E+34;Low
23.48;Female;63.32;1.79;179.99;135.29;58.89;1.43;1029.6;Yoga;20.864.323.569.739.500;2.32;4.0;2.0;19.76;2.99;0.01;302.83;121.22;80.83;1853.0;Other;Dinner;Paleo;26.65;1117.55;130.31;376.28;Raw;57.81;71.79;3.28;Bulgarian Split Squats;5.0;20.02;Strengthens lower body;358.51;Shoulders;Pull-up Bar;Beginner;Forearms;Lower Chest;Preacher curls;19.762.179.707.250.000;2423.67;0.499787512326348;1.914.403.032.217.300;0.6308835672997521;0.7516528696038668;8.234.000.000.000.000;5.010.871.031.564.090;10.253.386;1,05E+36;High
43.99;Male;59.82;1.65;176.22;169.52;54.2;1.28;1689.6;HIIT;2.373.270.864.563.160;2.08;4.01;2.0;21.97;3.0;-0.0;278.65;111.27;74.27;1808.0;Other;Snack;Vegan;39.71;2161.51;287.69;291.89;Raw;60.24;12.03;4.48;Windshield Wipers;5.0;23.18;Improves cardiovascular fitness;367.44;Shoulders, Triceps;Bench or Sturdy Surface;Advanced;Forearms;Triceps;Towel pull-up;2.197.245.179.063.360;2228.11;0.5002446019271939;18.600.802.407.221.600;0.9450909686936568;0.961979344001816;11.840.000.000.000.000;45.623.093.688.183.100;9.406.464;1,29E+36;Very High
53.75;Female;86.23;1.93;170.88;163.25;51.01;1.75;1362.9;Yoga;24.548.785.187.914.900;3.5;4.99;2.98;23.15;2.0;0.99;261.87;105.23;69.55;2345.0;Other;Dinner;Balanced;16.13;1054.68;36.16;458.19;Roasted;4.53;94.63;2.41;Scissors Kicks;5.01;15.03;Improves shoulder mobility and posture;349.13;Glutes, Hamstrings;Bench or Step;Beginner;Forearms;Anterior;Close-grip bench press;2.314.961.475.475.850;2094.35;0.500145629909041;12.203.409.486.257.600;0.9363477100191876;0.9553487827715356;982.1;6.506.158.253.246.090;1.221.955;8,48E+34;High
22.47;Female;70.72;1.62;198.84;138.51;67.99;0.9;890.19;Strength;279.080.283.536.863;3.49;2.01;1.0;26.95;3.01;0.01;326.0;130.41;87.36;1859.0;Other;Lunch;Keto;40.66;1660.24;239.27;239.03;Grilled;53.8;81.46;2.59;Bicycle Crunches;4.02;23.02;Improves lower back strength;334.42;Core;Bench or Sturdy Surface;Intermediate;Forearms;Lats;Barbell hip thrusts;26.947.111.720.774.200;2611.88;0.4992572399957118;18.440.328.054.298.600;0.5389377149407718;0.6965902232951116;968.81;5.098.344.234.827.300;601.956;5,96E+34;Low
42.83;Female;108.47;1.73;174.1;149.75;65.87;1.32;1597.2;HIIT;35.0;2.21;2.0;1.0;36.24;2.01;0.02;261.42;103.51;69.15;2802.0;Other;Breakfast;Vegan;41.18;2428.55;241.4;462.57;Grilled;56.31;14.97;4.1;Thrusters;4.0;24.95;Strengthens back and improves posture;353.2;Quadriceps, Glutes;Resistance Band;Advanced;Back;Anterior;Triceps dips;362.424.404.423.803;2082.07;0.5022309528498081;0.9542730708951784;0.7750161692691491;0.860137851809305;1204.8;705.055;932.448;9,32E+34;High
31.1;Male;77.72;1.71;190.5;137.18;51.9;1.25;1650.0;HIIT;2.478.580.195.626.870;1.81;3.98;2.0;26.58;2.01;1.04;223.29;88.82;58.95;2173.0;Other;Dinner;Paleo;15.69;297.79;230.33;406.77;Baked;60.19;72.8;1.83;Reverse Lunges;4.0;24.0;Targets lower abs;351.08;Shoulders, Upper Back;Bench, Barbell;Intermediate;Back;Triceps;Bird dog;2.657.911.836.120.510;17.789.900.000.000.000;0.5020601577299478;1.142.820.380.854.340;0.6152958152958153;0.7201049868766405;523.0;58.456.474.719.587.800;8.776.999.999.999.990;8,87E+34;High
18.0;Female;57.17;1.75;192.87;159.61;74.14;1.29;928.03;Yoga;18.797.327.983.634.300;2.41;2.98;1.99;18.67;1.99;-0.0;231.48;93.18;61.58;1481.0;Other;Snack;Keto;30.67;1779.66;257.19;291.23;Grilled;28.4;80.99;3.31;Scissors Kicks;3.99;25.0;Builds lower body power;341.4;Shoulders;Bench, Barbell;Advanced;Arms;Lats;Military press;18.667.755.102.040.800;1852.86;0.4997247498461837;16.298.758.089.907.200;0.7198686094500127;0.8275522372582569;552.97;4.642.356.759.175.620;880.812;7,06E+34;Medium
39.97;Female;64.05;1.62;184.82;142.74;72.3;1.29;1559.48;HIIT;26.463.384.627.440.100;3.42;1.99;1.0;24.41;2.99;0.03;257.7;103.46;68.75;1919.0;Other;Dinner;Keto;9.68;1116.5;196.7;445.02;Baked;9.06;112.31;4.15;Calf Raises;3.99;18.0;Improves balance and leg strength;328.23;Core, Shoulders, Hips;None or Dumbbells;Intermediate;Legs;Lower Chest;Skull crushers;2.440.557.841.792.400;2063.39;0.499566247776717;16.153.005.464.480.800;0.6260220405261289;0.7723190130938211;359.52;4.710.020.214.612.450;8.468.334.000.000.000;5,12E+34;Low
33.87;Female;56.5;1.77;192.16;137.95;59.02;1.81;1882.4;Cardio;2.129.711.620.824.370;2.69;5.0;3.0;18.03;1.99;0.04;242.79;96.49;64.53;1493.0;Other;Snack;Vegetarian;5.38;1108.94;180.51;417.71;Baked;42.08;31.96;4.92;Pistol Squats;4.98;17.86;Builds calf muscles;328.99;Triceps, Chest;Parallel Bars or Chair;Intermediate;Abs;Posterior;Barbell rows;1.803.440.901.401.250;1937.89;0.5011429957324719;1.707.787.610.619.460;0.5928346101847678;0.717891340549542;-3.894.000.000.000.000;4.446.712.934.234.220;11.909.438;5,22E+34;Low
33.09;Female;65.85;1.71;171.66;134.75;74.05;1.17;1265.71;Strength;2.189.430.466.206.820;2.5;3.96;2.02;22.52;3.0;0.01;197.57;79.71;53.01;1869.0;Other;Dinner;Vegan;7.14;792.37;296.13;381.8;Fried;38.0;57.94;3.96;Leg Press;4.02;23.99;Combines lower body and upper body strength;366.26;Triceps;Bench, Barbell;Advanced;Shoulders;Grip Strength;Hammer curls;2.251.974.966.656.400;15.862.099.999.999.900;0.4982190252236463;12.104.783.599.088.800;0.6218625140866715;0.7849819410462543;603.29;5.143.260.038.002.800;8.570.483.999.999.990;1,25E+36;Very High
35.75;Female;112.61;1.62;163.73;134.88;58.01;1.01;1329.87;HIIT;35.0;3.41;4.02;1.97;42.91;3.01;-0.04;196.17;79.52;52.39;3184.0;Other;Breakfast;Keto;1.7;650.86;244.3;479.68;Roasted;41.63;103.47;1.81;Bicep Curls;4.01;20.03;Improves core stability and balance;351.32;Legs, Shoulders, Core;Low Bar or TRX;Advanced;Forearms;Grip Strength;Leg extensions;4.290.885.535.741.500;1574.27;0.4984405470472028;0.7061539827724003;0.727109345440787;0.8237952727050633;1854.13;731.965;7.096.664;8,92E+33;High
54.88;Female;129.04;1.68;178.15;165.16;51.78;1.14;1231.2;Strength;35.0;2.59;3.99;2.0;45.72;2.99;0.01;220.61;88.62;59.79;3373.0;Other;Dinner;Low-Carb;28.29;960.23;159.49;153.35;Steamed;10.47;18.49;1.29;Thrusters;5.01;21.0;Targets lower abs;356.79;Lower Abs;Cable Machine;Intermediate;Abs;Lower Chest;Wrist extension;4.571.995.464.852.600;17.750.300.000.000.000;0.497140893393351;0.6867637941723498;0.8972066154941837;0.9270839180465898;2141.8;83.876;8.134.812;1,01E+36;High
20.27;Female;117.82;1.81;195.65;161.11;54.04;1.36;979.2;Yoga;32.169.882.478.119.300;3.31;2.98;2.0;35.96;2.97;-0.03;216.59;86.83;57.96;3157.0;Other;Snack;Vegan;19.48;1609.59;277.5;438.07;Fried;48.73;86.02;3.89;Mountain Climbers;2.99;9.89;Improves shoulder mobility and posture;229.37;Quadriceps, Calves, Glutes;Resistance Band or Cable Machine;Advanced;Back;Wrist Flexors;Triceps pushdowns;35.963.493.177.863.900;17.353.200.000.000.000;0.499250858631261;0.7369716516720421;0.7560906715627428;0.823460260669563;2177.8;799.174.444.642.798;6.238.864.000.000.000;2,75E+34;Low
41.61;Male;62.54;1.98;173.1;125.77;60.9;1.43;1882.88;HIIT;201.346.245.601.413;3.4;3.97;1.97;15.95;2.98;0.02;198.75;79.74;53.49;1672.0;Other;Lunch;Low-Carb;27.52;1304.97;131.85;308.75;Raw;46.74;97.89;1.49;Wall Angels;3.99;18.0;Activates and strengthens glutes;330.29;Upper Back, Rear Deltoids;None or Dumbbell;Intermediate;Legs;Lats;Close-grip bench press;1.595.245.383.124.170;1595.37;0.4983170048327346;1.275.023.984.649.820;0.5781639928698753;0.7265742345465049;-2.108.800.000.000.000;4.994.780.580.008.760;9.446.294;5,39E+34;Low
53.91;Male;117.54;1.62;171.79;143.31;55.58;1.04;748.8;Yoga;35.0;2.3;3.98;2.0;44.79;2.99;0.03;253.23;101.03;67.0;3112.0;Other;Snack;Low-Carb;31.35;1285.52;38.0;236.55;Grilled;53.42;37.7;4.38;Bear Crawls;5.02;18.95;Targets obliques and improves core rotation;356.67;Lower Abs, Hip Flexors;None or Dumbbell;Beginner;Abs;Lower Chest;Preacher curls;4.478.737.997.256.510;2020.04;0.501435615136334;0.8595371788327377;0.7549264262972206;0.8342161941905816;2363.2;7.640.100.000.000.000;7.418.736;1,01E+36;High
47.5;Male;63.36;1.58;192.24;123.99;69.22;1.99;2069.6;Cardio;26.575.793.224.229.900;2.7;3.98;3.0;25.38;4.0;-0.01;233.14;93.66;62.03;1730.0;Other;Breakfast;Keto;14.63;147.31;120.41;452.88;Steamed;52.45;81.93;4.88;Leg Raises;4.99;17.96;Improves core stability and upper body strength;347.51;Quadriceps;Wall;Intermediate;Forearms;Wrist Flexors;Hammer curls;25.380.547.989.104.300;1865.47;0.4999061898610002;1.478.219.696.969.690;0.4452121606242886;0.6449750312109862;-3.395.999.999.999.990;4.652.157.741.312.790;13.830.898;8,16E+33;Medium
52.39;Male;45.34;1.72;195.88;128.78;70.17;0.93;920.7;Strength;1.665.096.541.487.470;3.3;2.04;1.0;15.33;3.02;1.98;334.27;132.63;88.86;1289.0;Other;Breakfast;Vegetarian;48.06;2079.59;71.98;114.38;Fried;20.28;82.4;3.81;Plank;4.98;15.16;Improves posture and strengthens upper back;366.03;Chest, Triceps, Shoulders;Bench or Sturdy Surface;Intermediate;Forearms;Wrist Flexors;Face pulls;1.532.585.181.179.010;2667.34;0.5012784271971327;2.925.231.583.590.640;0.4662318033569326;0.6574433326526445;368.3;37.790.452.280.895.800;6.808.158;1,25E+35;Very High
25.14;Female;48.09;1.71;185.02;141.63;56.01;0.89;783.2;Cardio;2.143.143.167.114.750;2.5;1.98;1.0;16.45;3.0;-0.01;317.82;126.75;84.5;1109.0;Other;Breakfast;Low-Carb;40.82;2394.76;258.23;110.12;Steamed;10.17;102.28;3.32;Rows;5.0;17.92;Builds back strength;342.63;Shoulders, Upper Back;Resistance Band or Cable Machine;Beginner;Legs;Lower;Triceps pushdowns;1.644.608.597.517.180;2538.78;0.5007444520596508;26.356.830.941.983.700;0.663669482985815;0.7654848124527077;32.579.999.999.999.900;3.778.362.450.934.510;6.098.814;7,27E+35;Medium
54.18;Female;77.94;1.6;198.03;145.07;72.88;1.09;1436.4;HIIT;32.535.228.866.385.300;2.4;4.0;1.98;30.45;3.99;0.03;175.7;69.83;46.46;2180.0;Other;Breakfast;Keto;46.39;713.09;98.38;400.76;Baked;51.12;104.28;2.5;Tricep Extensions;3.99;15.85;Builds lower body power;342.02;Shoulders;Pull-up Bar;Beginner;Legs;Lower;Plank;30.445.312.499.999.900;14.002.599.999.999.900;0.5019067887392342;0.8959455991788555;0.5768278066320415;0.7325657728626975;7.435.999.999.999.990;5.258.204.262.153.920;7.456.036;7,16E+35;Medium
27.14;Female;106.0;1.86;182.17;122.84;50.13;1.34;1179.2;Cardio;3.347.214.487.640.000;3.09;1.99;1.0;30.64;2.0;0.96;222.44;88.76;58.75;2684.0;Other;Lunch;Balanced;1.68;1619.95;211.78;235.26;Fried;24.08;64.21;2.57;Dips;4.01;15.99;Targets upper chest;341.94;Quadriceps, Hamstrings, Glutes;Cable Machine or Resistance Band;Intermediate;Shoulders;Posterior;Face pulls;3.063.938.027.517.630;1773.55;0.501683065039046;0.8373584905660378;0.5506664647076644;0.6743152000878301;1504.8;7.051.952.643.101.590;9.163.992;7,15E+34;Medium
45.51;Female;66.4;1.73;162.87;141.71;55.79;1.11;976.8;Cardio;24.501.836.764.329.400;2.0;3.04;1.0;22.19;2.01;0.05;230.8;93.24;61.38;1980.0;Other;Lunch;Low-Carb;0.37;1427.43;252.5;111.45;Roasted;5.82;98.87;3.23;Deadlift;4.0;23.08;Strengthens lower abs;353.73;Full Body;Pull-up Bar;Intermediate;Back;Lower;Wrist extension;2.218.583.982.090.940;1848.58;0.4994103582209047;14.042.168.674.698.700;0.8023907358983938;0.870080432246577;1003.2;5.013.078.038.848.520;7.852.806.000.000.000;9,43E+34;High
29.05;Female;120.7;1.79;197.36;167.59;64.91;0.79;521.87;Yoga;35.0;3.4;2.01;1.01;37.67;1.98;-0.03;212.41;86.71;56.74;3140.0;Other;Snack;Vegetarian;21.27;1035.98;32.61;233.01;Grilled;59.28;17.9;3.03;Box Jumps;3.01;15.0;Strengthens back and improves posture;144.87;Quadriceps, Calves, Glutes;Cable Machine;Intermediate;Legs;Posterior;Donkey kicks;3.767.048.469.148.900;1707.14;0.4976979040969105;0.7183927091963546;0.7752359380898451;0.849158897446291;2618.13;78.455;22.889.460.000.000.000;6,50E+30;Low
54.03;Male;75.26;1.72;193.92;153.92;59.93;0.97;961.17;Strength;2.501.804.276.366.440;1.9;2.99;1.01;25.44;4.01;0.01;175.28;69.89;46.39;2122.0;Other;Breakfast;Low-Carb;16.17;1700.19;214.15;233.73;Roasted;34.93;11.56;1.03;Prone Cobras;4.99;17.27;Activates and strengthens glutes;363.17;Core, Obliques;Dumbbells;Beginner;Back;Lower Chest;Bird dog;25.439.426.717.144.400;1398.19;0.5014483010177444;0.928647355833112;0.7014702589745503;0.7937293729372937;1160.83;5.643.142.101.606.610;7.045.498;1,17E+35;Very High
58.23;Female;64.7;1.63;167.11;120.91;52.82;1.12;807.74;Yoga;25.444.389.663.609.300;2.0;3.01;2.02;24.35;3.01;-0.01;244.48;98.35;65.21;1780.0;Other;Breakfast;Balanced;21.63;1744.15;12.92;149.72;Grilled;11.08;45.07;1.82;Resistance Band Pull-Aparts;4.02;21.94;Strengthens back and improves posture;332.11;Core, Obliques;Cable Machine or Resistance Band;Intermediate;Shoulders;Lower Chest;Bicycle crunches;2.435.168.805.751.060;1958.21;0.4993948555057935;15.200.927.357.032.400;0.5957651588065447;0.7235353958470467;972.26;4.823.747.988.764.470;7.439.264.000.000.000;5,63E+34;Low
19.53;Male;71.32;1.69;166.98;163.48;52.11;1.28;1689.6;HIIT;2.694.730.173.063.670;2.3;2.99;2.0;24.97;1.98;-0.02;271.49;108.31;72.5;1953.0;Other;Snack;Vegan;41.59;577.41;105.36;380.82;Grilled;27.76;118.63;3.72;Decline Push-ups;5.01;24.89;Builds upper body strength;332.03;Full Body, Core, Shoulders;Cable Machine;Intermediate;Abs;Middle;Preacher curls;24.971.114.456.776.700;2171.7;0.5000506515632915;15.186.483.454.851.300;0.9695307739183424;0.9790394059168764;2.634.000.000.000.000;5.210.118.440.570.980;8.499.967.999.999.990;5,62E+35;Low
